job_title,required_technical_skills,cognitive_soft_skills,tools_technologies,all_skills
BUSINESS CONSULTANT,"Business development, market analysis, client relationship management, strategic planning","Negotiation, leadership, communication, decision-making, networking","Salesforce, HubSpot, Microsoft Excel, Power BI, CRM systems","Business development, market analysis, client relationship management, strategic planning, Negotiation, leadership, communication, decision-making, networking, Salesforce, HubSpot, Microsoft Excel, Power BI, CRM systems"
MARKETING CONSULTANT,"SEO, digital marketing, campaign management, social media strategy, analytics","Creativity, strategic thinking, communication, collaboration, adaptability","Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva","SEO, digital marketing, campaign management, social media strategy, analytics, Creativity, strategic thinking, communication, collaboration, adaptability, Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva"
DIGITAL MEDIA MANAGER,"SEO, digital marketing, campaign management, social media strategy, analytics","Creativity, strategic thinking, communication, collaboration, adaptability","Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva","SEO, digital marketing, campaign management, social media strategy, analytics, Creativity, strategic thinking, communication, collaboration, adaptability, Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva"
DIGITAL MEDIA CONSULTANT,"SEO, digital marketing, campaign management, social media strategy, analytics","Creativity, strategic thinking, communication, collaboration, adaptability","Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva","SEO, digital marketing, campaign management, social media strategy, analytics, Creativity, strategic thinking, communication, collaboration, adaptability, Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva"
SOCIAL MEDIA MANAGER,"SEO, digital marketing, campaign management, social media strategy, analytics","Creativity, strategic thinking, communication, collaboration, adaptability","Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva","SEO, digital marketing, campaign management, social media strategy, analytics, Creativity, strategic thinking, communication, collaboration, adaptability, Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva"
SOCIAL MEDIA COORDINATOR,"SEO, digital marketing, campaign management, social media strategy, analytics","Creativity, strategic thinking, communication, collaboration, adaptability","Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva","SEO, digital marketing, campaign management, social media strategy, analytics, Creativity, strategic thinking, communication, collaboration, adaptability, Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva"
SOCIAL MEDIA ANALYST,"SEO, digital marketing, campaign management, social media strategy, analytics","Creativity, strategic thinking, communication, collaboration, adaptability","Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva","SEO, digital marketing, campaign management, social media strategy, analytics, Creativity, strategic thinking, communication, collaboration, adaptability, Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva"
DIGITAL MARKETING MANAGER,"SEO, digital marketing, campaign management, social media strategy, analytics","Creativity, strategic thinking, communication, collaboration, adaptability","Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva","SEO, digital marketing, campaign management, social media strategy, analytics, Creativity, strategic thinking, communication, collaboration, adaptability, Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva"
DIGITAL MARKETING DIRECTOR,"SEO, digital marketing, campaign management, social media strategy, analytics","Creativity, strategic thinking, communication, collaboration, adaptability","Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva","SEO, digital marketing, campaign management, social media strategy, analytics, Creativity, strategic thinking, communication, collaboration, adaptability, Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva"
DIGITAL MARKETING COORDINATOR,"SEO, digital marketing, campaign management, social media strategy, analytics","Creativity, strategic thinking, communication, collaboration, adaptability","Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva","SEO, digital marketing, campaign management, social media strategy, analytics, Creativity, strategic thinking, communication, collaboration, adaptability, Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva"
DIGITAL MARKETING ANALYST,"SEO, digital marketing, campaign management, social media strategy, analytics","Creativity, strategic thinking, communication, collaboration, adaptability","Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva","SEO, digital marketing, campaign management, social media strategy, analytics, Creativity, strategic thinking, communication, collaboration, adaptability, Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva"
DIGITAL STRATEGY MANAGER,"Operations management, logistics, scheduling, inventory control, workflow optimization","Leadership, multitasking, organization, communication, decision-making","ERP systems, Trello, Jira, SAP, Microsoft Office","Operations management, logistics, scheduling, inventory control, workflow optimization, Leadership, multitasking, organization, communication, decision-making, ERP systems, Trello, Jira, SAP, Microsoft Office"
PUBLIC RELATIONS MANAGER,"SEO, digital marketing, campaign management, social media strategy, analytics","Creativity, strategic thinking, communication, collaboration, adaptability","Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva","SEO, digital marketing, campaign management, social media strategy, analytics, Creativity, strategic thinking, communication, collaboration, adaptability, Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva"
PUBLIC RELATIONS SPECIALIST,"SEO, digital marketing, campaign management, social media strategy, analytics","Creativity, strategic thinking, communication, collaboration, adaptability","Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva","SEO, digital marketing, campaign management, social media strategy, analytics, Creativity, strategic thinking, communication, collaboration, adaptability, Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva"
PUBLIC RELATIONS CONSULTANT,"SEO, digital marketing, campaign management, social media strategy, analytics","Creativity, strategic thinking, communication, collaboration, adaptability","Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva","SEO, digital marketing, campaign management, social media strategy, analytics, Creativity, strategic thinking, communication, collaboration, adaptability, Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva"
DIRECTOR OF PUBLIC RELATIONS,"SEO, digital marketing, campaign management, social media strategy, analytics","Creativity, strategic thinking, communication, collaboration, adaptability","Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva","SEO, digital marketing, campaign management, social media strategy, analytics, Creativity, strategic thinking, communication, collaboration, adaptability, Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva"
COMMUNICATIONS SPECIALIST,"SEO, digital marketing, campaign management, social media strategy, analytics","Creativity, strategic thinking, communication, collaboration, adaptability","Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva","SEO, digital marketing, campaign management, social media strategy, analytics, Creativity, strategic thinking, communication, collaboration, adaptability, Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva"
COMMUNICATIONS COORDINATOR,"SEO, digital marketing, campaign management, social media strategy, analytics","Creativity, strategic thinking, communication, collaboration, adaptability","Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva","SEO, digital marketing, campaign management, social media strategy, analytics, Creativity, strategic thinking, communication, collaboration, adaptability, Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva"
MARKETING MANAGER,"SEO, digital marketing, campaign management, social media strategy, analytics","Creativity, strategic thinking, communication, collaboration, adaptability","Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva","SEO, digital marketing, campaign management, social media strategy, analytics, Creativity, strategic thinking, communication, collaboration, adaptability, Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva"
CONTENT STRATEGIST,"SEO, digital marketing, campaign management, social media strategy, analytics","Creativity, strategic thinking, communication, collaboration, adaptability","Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva","SEO, digital marketing, campaign management, social media strategy, analytics, Creativity, strategic thinking, communication, collaboration, adaptability, Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva"
EDITOR,"Documentation, reporting, administrative support, customer service","Communication, organization, adaptability, teamwork, multitasking","Microsoft Office, Google Workspace, CRM software","Documentation, reporting, administrative support, customer service, Communication, organization, adaptability, teamwork, multitasking, Microsoft Office, Google Workspace, CRM software"
VIDEOGRAPHER,"Documentation, reporting, administrative support, customer service","Communication, organization, adaptability, teamwork, multitasking","Microsoft Office, Google Workspace, CRM software","Documentation, reporting, administrative support, customer service, Communication, organization, adaptability, teamwork, multitasking, Microsoft Office, Google Workspace, CRM software"
DIGITAL PRODUCER,"Documentation, reporting, administrative support, customer service","Communication, organization, adaptability, teamwork, multitasking","Microsoft Office, Google Workspace, CRM software","Documentation, reporting, administrative support, customer service, Communication, organization, adaptability, teamwork, multitasking, Microsoft Office, Google Workspace, CRM software"
MEDIA SPECIALIST,"SEO, digital marketing, campaign management, social media strategy, analytics","Creativity, strategic thinking, communication, collaboration, adaptability","Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva","SEO, digital marketing, campaign management, social media strategy, analytics, Creativity, strategic thinking, communication, collaboration, adaptability, Google Analytics, HubSpot, Meta Ads Manager, Hootsuite, Canva"
CHEF,"Food preparation, menu planning, restaurant operations, customer service","Teamwork, creativity, customer service, time management, communication","POS systems, inventory systems, scheduling software","Food preparation, menu planning, restaurant operations, customer service, Teamwork, creativity, customer service, time management, communication, POS systems, inventory systems, scheduling software"
EXECUTIVE CHEF,"Food preparation, menu planning, restaurant operations, customer service","Teamwork, creativity, customer service, time management, communication","POS systems, inventory systems, scheduling software","Food preparation, menu planning, restaurant operations, customer service, Teamwork, creativity, customer service, time management, communication, POS systems, inventory systems, scheduling software"
SOUS CHEF,"Food preparation, menu planning, restaurant operations, customer service","Teamwork, creativity, customer service, time management, communication","POS systems, inventory systems, scheduling software","Food preparation, menu planning, restaurant operations, customer service, Teamwork, creativity, customer service, time management, communication, POS systems, inventory systems, scheduling software"
PASTRY CHEF,"Food preparation, menu planning, restaurant operations, customer service","Teamwork, creativity, customer service, time management, communication","POS systems, inventory systems, scheduling software","Food preparation, menu planning, restaurant operations, customer service, Teamwork, creativity, customer service, time management, communication, POS systems, inventory systems, scheduling software"
CHEF MANAGER,"Food preparation, menu planning, restaurant operations, customer service","Teamwork, creativity, customer service, time management, communication","POS systems, inventory systems, scheduling software","Food preparation, menu planning, restaurant operations, customer service, Teamwork, creativity, customer service, time management, communication, POS systems, inventory systems, scheduling software"
CHEF INSTRUCTOR,"Lesson planning, curriculum development, classroom management, student assessment","Patience, mentoring, communication, adaptability, leadership","Google Classroom, Moodle, Zoom, Microsoft Office, Blackboard","Lesson planning, curriculum development, classroom management, student assessment, Patience, mentoring, communication, adaptability, leadership, Google Classroom, Moodle, Zoom, Microsoft Office, Blackboard"
RESTAURANT MANAGER,"Food preparation, menu planning, restaurant operations, customer service","Teamwork, creativity, customer service, time management, communication","POS systems, inventory systems, scheduling software","Food preparation, menu planning, restaurant operations, customer service, Teamwork, creativity, customer service, time management, communication, POS systems, inventory systems, scheduling software"
BARTENDER,"Food preparation, menu planning, restaurant operations, customer service","Teamwork, creativity, customer service, time management, communication","POS systems, inventory systems, scheduling software","Food preparation, menu planning, restaurant operations, customer service, Teamwork, creativity, customer service, time management, communication, POS systems, inventory systems, scheduling software"
FOOD SERVER,"Food preparation, menu planning, restaurant operations, customer service","Teamwork, creativity, customer service, time management, communication","POS systems, inventory systems, scheduling software","Food preparation, menu planning, restaurant operations, customer service, Teamwork, creativity, customer service, time management, communication, POS systems, inventory systems, scheduling software"
FINANCE MANAGER,"Financial analysis, accounting, auditing, forecasting, budgeting, tax management","Integrity, analytical thinking, communication, problem-solving, attention to detail","QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau","Financial analysis, accounting, auditing, forecasting, budgeting, tax management, Integrity, analytical thinking, communication, problem-solving, attention to detail, QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau"
FINANCE ANALYST,"Financial analysis, accounting, auditing, forecasting, budgeting, tax management","Integrity, analytical thinking, communication, problem-solving, attention to detail","QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau","Financial analysis, accounting, auditing, forecasting, budgeting, tax management, Integrity, analytical thinking, communication, problem-solving, attention to detail, QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau"
FINANCE DIRECTOR,"Financial analysis, accounting, auditing, forecasting, budgeting, tax management","Integrity, analytical thinking, communication, problem-solving, attention to detail","QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau","Financial analysis, accounting, auditing, forecasting, budgeting, tax management, Integrity, analytical thinking, communication, problem-solving, attention to detail, QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau"
FINANCE OFFICER,"Financial analysis, accounting, auditing, forecasting, budgeting, tax management","Integrity, analytical thinking, communication, problem-solving, attention to detail","QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau","Financial analysis, accounting, auditing, forecasting, budgeting, tax management, Integrity, analytical thinking, communication, problem-solving, attention to detail, QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau"
FINANCE SPECIALIST,"Financial analysis, accounting, auditing, forecasting, budgeting, tax management","Integrity, analytical thinking, communication, problem-solving, attention to detail","QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau","Financial analysis, accounting, auditing, forecasting, budgeting, tax management, Integrity, analytical thinking, communication, problem-solving, attention to detail, QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau"
FINANCE CONTROLLER,"Financial analysis, accounting, auditing, forecasting, budgeting, tax management","Integrity, analytical thinking, communication, problem-solving, attention to detail","QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau","Financial analysis, accounting, auditing, forecasting, budgeting, tax management, Integrity, analytical thinking, communication, problem-solving, attention to detail, QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau"
FINANCE ASSISTANT,"Financial analysis, accounting, auditing, forecasting, budgeting, tax management","Integrity, analytical thinking, communication, problem-solving, attention to detail","QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau","Financial analysis, accounting, auditing, forecasting, budgeting, tax management, Integrity, analytical thinking, communication, problem-solving, attention to detail, QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau"
FINANCE COORDINATOR,"Financial analysis, accounting, auditing, forecasting, budgeting, tax management","Integrity, analytical thinking, communication, problem-solving, attention to detail","QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau","Financial analysis, accounting, auditing, forecasting, budgeting, tax management, Integrity, analytical thinking, communication, problem-solving, attention to detail, QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau"
FINANCE ACCOUNTANT,"Financial analysis, accounting, auditing, forecasting, budgeting, tax management","Integrity, analytical thinking, communication, problem-solving, attention to detail","QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau","Financial analysis, accounting, auditing, forecasting, budgeting, tax management, Integrity, analytical thinking, communication, problem-solving, attention to detail, QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau"
SENIOR FINANCE MANAGER,"Financial analysis, accounting, auditing, forecasting, budgeting, tax management","Integrity, analytical thinking, communication, problem-solving, attention to detail","QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau","Financial analysis, accounting, auditing, forecasting, budgeting, tax management, Integrity, analytical thinking, communication, problem-solving, attention to detail, QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau"
VP OF FINANCE,"Financial analysis, accounting, auditing, forecasting, budgeting, tax management","Integrity, analytical thinking, communication, problem-solving, attention to detail","QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau","Financial analysis, accounting, auditing, forecasting, budgeting, tax management, Integrity, analytical thinking, communication, problem-solving, attention to detail, QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau"
ACCOUNTANT,"Financial analysis, accounting, auditing, forecasting, budgeting, tax management","Integrity, analytical thinking, communication, problem-solving, attention to detail","QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau","Financial analysis, accounting, auditing, forecasting, budgeting, tax management, Integrity, analytical thinking, communication, problem-solving, attention to detail, QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau"
STAFF ACCOUNTANT,"Financial analysis, accounting, auditing, forecasting, budgeting, tax management","Integrity, analytical thinking, communication, problem-solving, attention to detail","QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau","Financial analysis, accounting, auditing, forecasting, budgeting, tax management, Integrity, analytical thinking, communication, problem-solving, attention to detail, QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau"
PROJECT ACCOUNTANT,"Financial analysis, accounting, auditing, forecasting, budgeting, tax management","Integrity, analytical thinking, communication, problem-solving, attention to detail","QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau","Financial analysis, accounting, auditing, forecasting, budgeting, tax management, Integrity, analytical thinking, communication, problem-solving, attention to detail, QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau"
PAYROLL ACCOUNTANT,"Financial analysis, accounting, auditing, forecasting, budgeting, tax management","Integrity, analytical thinking, communication, problem-solving, attention to detail","QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau","Financial analysis, accounting, auditing, forecasting, budgeting, tax management, Integrity, analytical thinking, communication, problem-solving, attention to detail, QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau"
TAX ACCOUNTANT,"Financial analysis, accounting, auditing, forecasting, budgeting, tax management","Integrity, analytical thinking, communication, problem-solving, attention to detail","QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau","Financial analysis, accounting, auditing, forecasting, budgeting, tax management, Integrity, analytical thinking, communication, problem-solving, attention to detail, QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau"
FINANCIAL ACCOUNTANT,"Financial analysis, accounting, auditing, forecasting, budgeting, tax management","Integrity, analytical thinking, communication, problem-solving, attention to detail","QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau","Financial analysis, accounting, auditing, forecasting, budgeting, tax management, Integrity, analytical thinking, communication, problem-solving, attention to detail, QuickBooks, SAP, Oracle Financials, Excel, Power BI, Tableau"
CONSTRUCTION MANAGER,"Operations management, logistics, scheduling, inventory control, workflow optimization","Leadership, multitasking, organization, communication, decision-making","ERP systems, Trello, Jira, SAP, Microsoft Office","Operations management, logistics, scheduling, inventory control, workflow optimization, Leadership, multitasking, organization, communication, decision-making, ERP systems, Trello, Jira, SAP, Microsoft Office"
CONSTRUCTION COORDINATOR,"Operations management, logistics, scheduling, inventory control, workflow optimization","Leadership, multitasking, organization, communication, decision-making","ERP systems, Trello, Jira, SAP, Microsoft Office","Operations management, logistics, scheduling, inventory control, workflow optimization, Leadership, multitasking, organization, communication, decision-making, ERP systems, Trello, Jira, SAP, Microsoft Office"
CONSTRUCTION LABORER,"Documentation, reporting, administrative support, customer service","Communication, organization, adaptability, teamwork, multitasking","Microsoft Office, Google Workspace, CRM software","Documentation, reporting, administrative support, customer service, Communication, organization, adaptability, teamwork, multitasking, Microsoft Office, Google Workspace, CRM software"
CONSTRUCTION SUPERINTENDENT,"Documentation, reporting, administrative support, customer service","Communication, organization, adaptability, teamwork, multitasking","Microsoft Office, Google Workspace, CRM software","Documentation, reporting, administrative support, customer service, Communication, organization, adaptability, teamwork, multitasking, Microsoft Office, Google Workspace, CRM software"
CONSTRUCTION INSPECTOR,"Documentation, reporting, administrative support, customer service","Communication, organization, adaptability, teamwork, multitasking","Microsoft Office, Google Workspace, CRM software","Documentation, reporting, administrative support, customer service, Communication, organization, adaptability, teamwork, multitasking, Microsoft Office, Google Workspace, CRM software"
CONSTRUCTION ESTIMATOR,"Documentation, reporting, administrative support, customer service","Communication, organization, adaptability, teamwork, multitasking","Microsoft Office, Google Workspace, CRM software","Documentation, reporting, administrative support, customer service, Communication, organization, adaptability, teamwork, multitasking, Microsoft Office, Google Workspace, CRM software"
CONSTRUCTION PROJECT MANAGER,"Operations management, logistics, scheduling, inventory control, workflow optimization","Leadership, multitasking, organization, communication, decision-making","ERP systems, Trello, Jira, SAP, Microsoft Office","Operations management, logistics, scheduling, inventory control, workflow optimization, Leadership, multitasking, organization, communication, decision-making, ERP systems, Trello, Jira, SAP, Microsoft Office"
SAFETY MANAGER,"Operations management, logistics, scheduling, inventory control, workflow optimization","Leadership, multitasking, organization, communication, decision-making","ERP systems, Trello, Jira, SAP, Microsoft Office","Operations management, logistics, scheduling, inventory control, workflow optimization, Leadership, multitasking, organization, communication, decision-making, ERP systems, Trello, Jira, SAP, Microsoft Office"
PROJECT ENGINEER,"Technical design, project engineering, CAD modeling, systems analysis, quality control","Problem-solving, innovation, teamwork, communication, analytical thinking","AutoCAD, SolidWorks, MATLAB, PLC systems, MS Project","Technical design, project engineering, CAD modeling, systems analysis, quality control, Problem-solving, innovation, teamwork, communication, analytical thinking, AutoCAD, SolidWorks, MATLAB, PLC systems, MS Project"
CARPENTER,"Documentation, reporting, administrative support, customer service","Communication, organization, adaptability, teamwork, multitasking","Microsoft Office, Google Workspace, CRM software","Documentation, reporting, administrative support, customer service, Communication, organization, adaptability, teamwork, multitasking, Microsoft Office, Google Workspace, CRM software"
SUPERINTENDENT,"Documentation, reporting, administrative support, customer service","Communication, organization, adaptability, teamwork, multitasking","Microsoft Office, Google Workspace, CRM software","Documentation, reporting, administrative support, customer service, Communication, organization, adaptability, teamwork, multitasking, Microsoft Office, Google Workspace, CRM software"
ENGINEER,"Technical design, project engineering, CAD modeling, systems analysis, quality control","Problem-solving, innovation, teamwork, communication, analytical thinking","AutoCAD, SolidWorks, MATLAB, PLC systems, MS Project","Technical design, project engineering, CAD modeling, systems analysis, quality control, Problem-solving, innovation, teamwork, communication, analytical thinking, AutoCAD, SolidWorks, MATLAB, PLC systems, MS Project"
MECHANICAL ENGINEER,"Technical design, project engineering, CAD modeling, systems analysis, quality control","Problem-solving, innovation, teamwork, communication, analytical thinking","AutoCAD, SolidWorks, MATLAB, PLC systems, MS Project","Technical design, project engineering, CAD modeling, systems analysis, quality control, Problem-solving, innovation, teamwork, communication, analytical thinking, AutoCAD, SolidWorks, MATLAB, PLC systems, MS Project"
ELECTRICAL ENGINEER,"Technical design, project engineering, CAD modeling, systems analysis, quality control","Problem-solving, innovation, teamwork, communication, analytical thinking","AutoCAD, SolidWorks, MATLAB, PLC systems, MS Project","Technical design, project engineering, CAD modeling, systems analysis, quality control, Problem-solving, innovation, teamwork, communication, analytical thinking, AutoCAD, SolidWorks, MATLAB, PLC systems, MS Project"
AVIATION ENGINEER,"Technical design, project engineering, CAD modeling, systems analysis, quality control","Problem-solving, innovation, teamwork, communication, analytical thinking","AutoCAD, SolidWorks, MATLAB, PLC systems, MS Project","Technical design, project engineering, CAD modeling, systems analysis, quality control, Problem-solving, innovation, teamwork, communication, analytical thinking, AutoCAD, SolidWorks, MATLAB, PLC systems, MS Project"
ENGINEERING MANAGER,"Technical design, project engineering, CAD modeling, systems analysis, quality control","Problem-solving, innovation, teamwork, communication, analytical thinking","AutoCAD, SolidWorks, MATLAB, PLC systems, MS Project","Technical design, project engineering, CAD modeling, systems analysis, quality control, Problem-solving, innovation, teamwork, communication, analytical thinking, AutoCAD, SolidWorks, MATLAB, PLC systems, MS Project"
ENGINEERING TECHNICIAN,"Technical design, project engineering, CAD modeling, systems analysis, quality control","Problem-solving, innovation, teamwork, communication, analytical thinking","AutoCAD, SolidWorks, MATLAB, PLC systems, MS Project","Technical design, project engineering, CAD modeling, systems analysis, quality control, Problem-solving, innovation, teamwork, communication, analytical thinking, AutoCAD, SolidWorks, MATLAB, PLC systems, MS Project"
ENGINEERING COORDINATOR,"Technical design, project engineering, CAD modeling, systems analysis, quality control","Problem-solving, innovation, teamwork, communication, analytical thinking","AutoCAD, SolidWorks, MATLAB, PLC systems, MS Project","Technical design, project engineering, CAD modeling, systems analysis, quality control, Problem-solving, innovation, teamwork, communication, analytical thinking, AutoCAD, SolidWorks, MATLAB, PLC systems, MS Project"
ENGINEERING SPECIALIST,"Technical design, project engineering, CAD modeling, systems analysis, quality control","Problem-solving, innovation, teamwork, communication, analytical thinking","AutoCAD, SolidWorks, MATLAB, PLC systems, MS Project","Technical design, project engineering, CAD modeling, systems analysis, quality control, Problem-solving, innovation, teamwork, communication, analytical thinking, AutoCAD, SolidWorks, MATLAB, PLC systems, MS Project"
ENGINEERING ASSOCIATE,"Technical design, project engineering, CAD modeling, systems analysis, quality control","Problem-solving, innovation, teamwork, communication, analytical thinking","AutoCAD, SolidWorks, MATLAB, PLC systems, MS Project","Technical design, project engineering, CAD modeling, systems analysis, quality control, Problem-solving, innovation, teamwork, communication, analytical thinking, AutoCAD, SolidWorks, MATLAB, PLC systems, MS Project"
SOFTWARE ENGINEERING MANAGER,"Programming, networking, database management, troubleshooting, cloud computing, cybersecurity","Analytical thinking, adaptability, teamwork, communication, problem-solving","Python, Java, SQL, AWS, Azure, Linux, Git, Docker, Jira","Programming, networking, database management, troubleshooting, cloud computing, cybersecurity, Analytical thinking, adaptability, teamwork, communication, problem-solving, Python, Java, SQL, AWS, Azure, Linux, Git, Docker, Jira"
ENGINEERING PROJECT MANAGER,"Technical design, project engineering, CAD modeling, systems analysis, quality control","Problem-solving, innovation, teamwork, communication, analytical thinking","AutoCAD, SolidWorks, MATLAB, PLC systems, MS Project","Technical design, project engineering, CAD modeling, systems analysis, quality control, Problem-solving, innovation, teamwork, communication, analytical thinking, AutoCAD, SolidWorks, MATLAB, PLC systems, MS Project"
ENGINEERING SERVICES MANAGER,"Technical design, project engineering, CAD modeling, systems analysis, quality control","Problem-solving, innovation, teamwork, communication, analytical thinking","AutoCAD, SolidWorks, MATLAB, PLC systems, MS Project","Technical design, project engineering, CAD modeling, systems analysis, quality control, Problem-solving, innovation, teamwork, communication, analytical thinking, AutoCAD, SolidWorks, MATLAB, PLC systems, MS Project"
SENIOR ENGINEERING MANAGER,"Technical design, project engineering, CAD modeling, systems analysis, quality control","Problem-solving, innovation, teamwork, communication, analytical thinking","AutoCAD, SolidWorks, MATLAB, PLC systems, MS Project","Technical design, project engineering, CAD modeling, systems analysis, quality control, Problem-solving, innovation, teamwork, communication, analytical thinking, AutoCAD, SolidWorks, MATLAB, PLC systems, MS Project"
SYSTEMS ENGINEERING MANAGER,"Programming, networking, database management, troubleshooting, cloud computing, cybersecurity","Analytical thinking, adaptability, teamwork, communication, problem-solving","Python, Java, SQL, AWS, Azure, Linux, Git, Docker, Jira","Programming, networking, database management, troubleshooting, cloud computing, cybersecurity, Analytical thinking, adaptability, teamwork, communication, problem-solving, Python, Java, SQL, AWS, Azure, Linux, Git, Docker, Jira"
QUALITY ASSURANCE MANAGER,"Operations management, logistics, scheduling, inventory control, workflow optimization","Leadership, multitasking, organization, communication, decision-making","ERP systems, Trello, Jira, SAP, Microsoft Office","Operations management, logistics, scheduling, inventory control, workflow optimization, Leadership, multitasking, organization, communication, decision-making, ERP systems, Trello, Jira, SAP, Microsoft Office"
PROGRAM MANAGER,"Operations management, logistics, scheduling, inventory control, workflow optimization","Leadership, multitasking, organization, communication, decision-making","ERP systems, Trello, Jira, SAP, Microsoft Office","Operations management, logistics, scheduling, inventory control, workflow optimization, Leadership, multitasking, organization, communication, decision-making, ERP systems, Trello, Jira, SAP, Microsoft Office"
OPERATIONS COORDINATOR,"Operations management, logistics, scheduling, inventory control, workflow optimization","Leadership, multitasking, organization, communication, decision-making","ERP systems, Trello, Jira, SAP, Microsoft Office","Operations management, logistics, scheduling, inventory control, workflow optimization, Leadership, multitasking, organization, communication, decision-making, ERP systems, Trello, Jira, SAP, Microsoft Office"
ADMINISTRATIVE ASSISTANT,"Documentation, reporting, administrative support, customer service","Communication, organization, adaptability, teamwork, multitasking","Microsoft Office, Google Workspace, CRM software","Documentation, reporting, administrative support, customer service, Communication, organization, adaptability, teamwork, multitasking, Microsoft Office, Google Workspace, CRM software"
ADMINISTRATIVE COORDINATOR,"Operations management, logistics, scheduling, inventory control, workflow optimization","Leadership, multitasking, organization, communication, decision-making","ERP systems, Trello, Jira, SAP, Microsoft Office","Operations management, logistics, scheduling, inventory control, workflow optimization, Leadership, multitasking, organization, communication, decision-making, ERP systems, Trello, Jira, SAP, Microsoft Office"
